,Job Title,Company Name,Industry,Company Location,New Job (90 Days),Year Started,Profile Headline,Profile Summary,School,Degree,Education End,Field of Study,Domain,CompanyName,JobTitle,My Network,Country,Continent,FieldOfStudy
2395,Vice President Public Relations ,Toastmasters International,Nonprofit Organization Management,"Tamil Nadu, India",True,2021.0,Vice President Public Relations at Toastmasters International,A science enthusiast. Spends time reading books and speaking out through penned words. Interested in public speaking and has managed several events at school. Enjoys meeting new people and looks forward for fresher perspective. ,Vellore Institute of Technology,ug,group1,"Electrical, Electronics and Communications Engineering",Media and Communication,Toastmasters International,Board Member,network,India,AS,"Electrical, Electronics and Communication Engineering"
2396,Core committee member,ALPHA BIO CELL,Nonprofit Organization Management,"Kolkata, West Bengal, India",False,2019.0,Biotechnology undergraduate | Front-end developer | Content writer,"Experienced Committee Member with a demonstrated history of working in the biotechnology industry. Skilled in HTML, Biotechnology, Bootstrap, Cascading Style Sheets (CSS), Python (Programming Language) and Biochemistry. Strong operations professional with a B.Tech focused in Biotechnology from Vellore Institute of Technology, Vellore. ",Vellore Institute of Technology,ug,group1,Biotechnology,Media and Communication,ALPHA BIO CELL,Commitee Member,network,India,AS,Biotechnology
2397,Assistant Professor,Institute of Engineering & Technology,Biotechnology,"Lucknow, Uttar Pradesh, India",False,2018.0,Assistant Professor at Institute of Engineering & Technology,My research interest involve advanced materials for health and environmental safety. My lab is focussed on synthesizing nano/biomaterials for various biotechnological applications and elucidating its mechanism of action. ,Vellore Institute of Technology,phd,group2,Nano-Toxicology,Media and Communication,Institute of Engineering & Technology,Professor,network,India,AS,nanotoxicology
2398,Research Assistant,Iowa State University,Primary/Secondary Education,"Ames, Iowa, United States",False,2016.0,Actively looking for jobs starting early 2021,"Graduate Student seeking long-term opportunities in Academia and Industry. Proven research experience in Bioinformatics, Biological data analysis, Computational biophysics with versatile competency in different types of biological datasets.For more details, please visit www.sayaneshome.com ",Iowa State University,phd,group2,Bioinformatics and Computational Biology,Media and Communication,Iowa State University,PhD Student,network,United States,NA,bioinformaticsandcomputationalbiology
2399,Communications Coordinator,Thomson Global Pty Ltd,Publishing,"Sydney, New South Wales, Australia",False,2020.0,Communications Coordinator/ Account Manager,"Four years of experience in Sales and Marketing with expertise in account management, sales database management, relationship management and business development. Noted achievement in reviving zero revenue accounts and expanding existing accounts using strong CRM skills, strategic planning and innovative thinking.","Indian Institute of Management, Kozhikode",pg,group2,Business Analytics,Media and Communication,Thomson Global Pty Ltd,Coordinator,network,Australia,OC,Business Studies
2400,Content Coordinator,"E-Cell, VIT Bhopal",Information Technology and Services,"Moradabad, Uttar Pradesh, India",True,2021.0,Content Writer at AI CLUB-VIT BHOPAL|Content Coordinator at E-Cell-VIT BHOPAL|Girls×Tech Champion|Internshala Student Partner|,,Vellore Institute of Technology,ug,group1,Computer Science and Engineering with specialization in Artificial Intelligence and Machine Learning,Media and Communication,"E-Cell, VIT Bhopal",Content Creator,network,India,AS,Computer Science
2401,Student Researcher,Ericsson,Electrical/Electronic Manufacturing,"Chennai, Tamil Nadu, India",True,2021.0,"Budding Data Scientist 👩‍💻
Actively seeking summer 2021 internship.","Hi, I'm Arjun!

I am an engineering student in my Junior year (3rd year), currently pursuing a Bachelor's degree in Electronics and Communication Engineering at Vellore Institute of Technology, Chennai. 


I am an ambitious individual and enjoy working as part of a team, I favour flexibility and an open mind to nurture new and creative ideas. 

I pride myself on my ability as an effective communicator and to work as a team member and leader.

I'm always up for learning something new, because apart from gaining the privilege to hone my newfound skill, I feel that it's my responsibility to contribute to society's welfare to the best of my abilities.

Please feel free to hit me up!

",Vellore Institute of Technology,ug,group1,Electronics and Communication Engineering,Media and Communication,Ericsson,PhD Student,network,India,AS,"Electrical, Electronics and Communication Engineering"
2402,Research: Low Power Hardware Architecture for Edge Computing,Vellore Institute of Technology,Consumer Goods,"Bengaluru, Karnataka, India",False,2020.0,"3rd Year Undergraduate, Electrical and Electronics Engineering","Interests: Electronics, Embedded Systems, IoT, Data Analytics
Well-versed in digital electronics, worked on several microcontroller-based projects and skilled at writing efficient and clean code in C/C++. I like to make sure that my work stands out from that of the rest. Looking forward to a dynamic career that incorporates my mixed interests in hardware and software. 
Currently curious about Edge IoT and carrying out research in this area. 
Personally, I enjoy travelling and exploring diverse cultures. I'm also an ardent social service volunteer. I like to plan and have also held various positions of responsibility in event management, content writing and paper-presenting.",Vellore Institute of Technology,ug,group1,Electrical and Electronics Engineering,Media and Communication,Vellore Institute of Technology,PhD Student,network,India,AS,Computer Science
2403,Web Team Lead,Apple Developers Group (ADG-VIT),Information Technology and Services,"Bilaspur, Chhattisgarh, India",False,2020.0,Web Team Lead at Apple Developers Group (ADG-VIT),"Pursuing B Tech(2018-2022) in Computer Science at Vellore Institute of Technology, Vellore, Tamil Nadu ",Vellore Institute of Technology,ug,group1,Computer Science,Media and Communication,Apple Developers Group (ADG-VIT),Developer,network,India,AS,Computer Science
2404,Communications and Public Engagement Officer,DBT/Wellcome Trust India Alliance,Research,"Delhi, India",False,2018.0,Communication and Public Engagement ,"Communications and Public Engagement Officer at DBT/Wellcome Trust India Alliance, India. 
I support India Alliance’s external communications, including communications strategy development, research communications, print publications, branding, and social media engagement. I'm keen on using my skills to enable public engagement with science and research.
The love for seeing the ‘big picture’ of science led me from the lab bench to a computer desk and my professional interests include science communications and writing. I have a Masters in Microbiology and a PhD in Life Sciences. I'm passionate about art and I experiment with abstract painting.",Utkal University,phd,group2,Life Science,Media and Communication,DBT/Wellcome Trust India Alliance,Officer,network,India,AS,lifescience
2405,Sales And Marketing Intern,Appointy India,Nonprofit Organization Management,"Chennai, Tamil Nadu, India",True,2021.0,"Sales And Marketing Intern at Appointy India | Director (Publicity and Media) at Skillship Vellore
",,Vellore Institute of Technology,ug,group1,Electrical and Electronics Engineering,Media and Communication,Appointy India,Intern,network,India,AS,Computer Science
2406,Head Of Sponsorship,VentureOps,Information Technology and Services,"Thane, Maharashtra, India",True,2021.0,Sponsorship Head at VentureOps VIT,,Vellore Institute of Technology,ug,group1,Information Technology,Media and Communication,VentureOps,Team Leader,network,India,AS,Computer Science
2407,Software Engineer,Concentric AI,Information Technology and Services,"Bangalore Urban, Karnataka, India",True,2021.0,Software Engineer at Concentric AI,#Developer at Cisco,Vellore Institute of Technology,ug,group2,Computer Science,Media and Communication,Concentric AI,Engineer,network,India,AS,Computer Science
2408,Postdoctoral Researcher,Novo Nordisk Foundation Center for Basic Metabolic Research,Research,Denmark,True,2021.0,"Postdoctoral Researcher at CBMR, University of Copenhagen",Metabolism and Signaling. ,Indian Institute of Chemical Biology,phd,group2,Biochemistry,Media and Communication,Novo Nordisk Foundation Center for Basic Metabolic Research,PhD Student,network,Denmark,EU,Chemical Engineering
2409,Public Relations Associate,Project Statecraft,Consumer Services,"Hyderabad, Telangana, India",False,2020.0,Team Lead (All India) at Tinder,"Experienced Editor with a demonstrated history of working in the newspapers industry. Skilled in Microsoft Word, Presentation Skills, International Relations, Management, and Networking. Strong media and communication professional with a Bachelor of Technology - BTech focused in Electronics and Communication Engineering with specialization in IoT and Sensors from Vellore Institute of Technology. ",Vellore Institute of Technology,ug,group1,Electronics and Communication Engineering with specialization in IoT and Sensors,Media and Communication,Project Statecraft,Associate,network,India,AS,"Electrical, Electronics and Communication Engineering"
2410,CTF Player,TryHackMe,Information Technology and Services,"Bhopal, Madhya Pradesh, India",False,2020.0,Cybersecurity & Digital Forensics Student | CTFer,"Proactive guy with cybersecurity background and a hundred of classroom hours in Ethical hacking, Digital forensics and programming. Seeking for an organization to gain some experience and start my career in cybersecurity roles.
",Vellore Institute of Technology Bhopal,ug,group1,(Specialization in Cyber Security and Digital Forensics),Media and Communication,TryHackMe,ctfplayer,network,India,AS,Computer Science
2411,Intern,Hindalco Industries Limited,Civil Engineering,"Chennai, Tamil Nadu, India",False,2019.0,Intern at Hindalco Industries Limited,"Work well under pressure,can handle more than one task at a time,good decision making,positive attitude,open minded,I know my responsibility,learn by talking",Vellore Institute of Technology,ug,group1,Civil Engineering,Media and Communication,Hindalco Industries Limited,Intern,network,India,AS,Civil Engineering
2412,UI/UX Designer,Octathorpe Web Consultants,Nonprofit Organization Management,"Kolkata, West Bengal, India",False,2020.0,"ChEnected and Graphics Designer at AIChE Executive Student Committee | Final year, Btech. Chemical at VIT Vellore","Experienced Committee member with a demonstrated history of working at AIChE-VIT, a non-profit organization. Skilled in Programming languages like MATLAB, Python, C++ and Java. Comprehensive knowledge of designing graphics and layouts, photography and production in raster graphics editor like Adobe Photoshop,Illustrator,After Effects etc. Also extensive command in publishing and documentation tools. Currently pursuing degree in Bachelor of Technology - BTech focused in Chemical Engineering from Vellore Institute of Technology.",Vellore Institute of Technology,ug,group1,Chemical Engineering,Media and Communication,Octathorpe Web Consultants,Designer,network,India,AS,Chemical Engineering
2413,Web Developer & UI Designer,CisApp,Information Technology and Services,"Vellore, Tamil Nadu, India",False,2020.0,Web Developer & UI Designer at CisApp,"Experienced Video Editor and Graphic Designer with a demonstrated history of working in the internet industry. Skilled in Python (Programming Language), JavaScript, Data Structures, Front-end Development, and C (Programming Language).Intern at CIS - Connect In Single. Strong media and communication professional with a Bachelor of Technology - BTech focused on Computer Science from VIT_Vellore Institute of Technology.",Vellore Institute of Technology,ug,group1,Computer Science,Media and Communication,CisApp,Developer,network,India,AS,Computer Science
2414,Official Member,keycybr,Education Management,"Moradabad, Uttar Pradesh, India",False,2020.0,Campus Ambassador at Nugenx Technologies,"I’m a freelance multi-disciplinary graphic designer and content writer,  who’s delivered creative and engaging solutions.

This Year I was awarded a record for being the Co-Author of a India Book of records holding book BLACK

My work has also been featured in may anthologies 

Skills: Ethical Hacking, Software Designing, Data Science, Digital Forensics,UI design, CSS, HTML, Photoshop etc. 

If you have a project I can help with, please get in touch.",Vellore Institute of Technology,ug,group1,Computer Science,Media and Communication,keycybr,Commitee Member,network,India,AS,Computer Science
2415,Graphics hardware engineer,Intel Corporation,Consumer Goods,"Bangalore Urban, Karnataka, India",False,2018.0,Graphics hardware engineer at Intel Technologies,"Experienced Design Verification Engineer with a demonstrated history of working in the information technology and services industry’s. Skilled in Microsoft Word, EDA, SystemVerilog, Microprocessors, and I2C. Strong engineering professionalsddw with a MTECH focused in VLSI DESIGN from VIT University,vellore. ","VIT University,vellore",pg,group2,VLSI DESIGN,Media and Communication,Intel Corporation,Engineer,network,India,AS,Design
2416,Data Science and Business Analytics ,The Sparks Foundation,Entertainment,"Coimbatore, Tamil Nadu, India",True,2021.0,Fervent Learner | ML enthusiast | Writer | Podcaster | Student ,"I am an enthusiastic learner currently pursuing my undergrad in Data Analytics.ML is one of the subjects that interests me,I have done some projects in the domain and am also a writer at Medium.To check out my write-ups the URL is given in the Experience Section. 

I write through various interests. I want to become a better version of myself,thriving through different paths and applying my knowledge to come up with real-time solutions.

My expertise is not just in ML or writing, I am also a podcaster. To hear my podcast go to my Experience section the URL is provided. Further, I am looking for Internship opportunities in the field of Software Engineering and Data Science. 

DM me on:hpriya206@gmail.com
Hoping to connect with you. 

",Vellore Institute of Technology,ug,group1,Computer Science Engineering with specialization in Data Analytics,Media and Communication,The Sparks Foundation,Business Stratergy,network,India,AS,Computer Science
2417,Software Engineer,HSBC,Information Technology and Services,"Pune, Maharashtra, India",False,2018.0,Software Engineer at HSBC,,Vellore Institute of Technology,ug,group2,Information Technology,Media and Communication,HSBC,Engineer,network,India,AS,Computer Science
2418,Ambassador,"The TOP Person - An International Business, Politics, and NGO Magazine and a Global Charity with HUB",Information Technology and Services,"Indore, Madhya Pradesh, India",True,2021.0,"Marketing Chair at Bulls and Bears: The Finance Club, VIT","I've honed my ability to learn faster and work precisely. In addition, I am capable of aligning team towards common goals. I take a consultative approach and perceive Knowledge and learning is the key to change the process. I believe in efficiency and persistent manner of managing every aspect of our life.

My belief is that, ""DO YOUR BEST,LIFE WILL DO THE REST"". We must excel in every aspects of our life may it be Personal, Social, Spiritual, Emotional or Physical. Apart from my career, I also keep myself busy at gym and sports. I follow my passion and interests to stay at peak and improvise in terms of productivity. Sometimes it is difficult to cope up but the process is rewarding.

I am so tranquil and happy following my PASSION, which led to burning desire to strive more. They are as follows as :
- Training and Expanding Mind
- Fast Learning
- Reading Wisdom
- Forex Trading
- Improvisation and Tracking
- Social Entrepreneurship",Vellore Institute of Technology,ug,group1,Computer Science (specialisation in Internet of Things),Media and Communication,"The TOP Person - An International Business, Politics, and NGO Magazine and a Global Charity with HUB",Product ambassador,network,India,AS,Computer Science
2419,Web Development & Designing intern,The Sparks Foundation,Venture Capital & Private Equity,"Chennai, Tamil Nadu, India",True,2021.0,Sophomore @ VIT Chennai ,"""You don't have to fit in, you just have to find out who you are"". 
.
Loni love",Vellore Institute of Technology,ug,group1,Computer Science,Media and Communication,The Sparks Foundation,Developer,network,India,AS,Computer Science
2420,Programming and Algorithm Development,Viscando,Primary/Secondary Education,"Gothenburg, Vastra Gotaland County, Sweden",True,2021.0,Pursuing MS in Engineering Mathematics and Computational Science,,Chalmers University of Technology,pg,group1,Engineering Mathematics and Computational Scien,Media and Communication,Viscando,developer,network,Sweden,EU,Mathematics
2421,Public Relations / Data Scientist ,Extra Terrestrial Crawlers,Research,"Noida, Uttar Pradesh, India",False,2020.0,Freelance Graphic Designer|| Data Scientist|| Start-up Enthusiast|| ,,Vellore Institute of Technology,ug,group1,Computer Science Engineering with specialization in Data Science ,Media and Communication,Extra Terrestrial Crawlers,Research Scientist,network,India,AS,Computer Science
2422,Treasurer,Toastmasters International,Nonprofit Organization Management,"New Delhi, Delhi, India",False,2020.0,Treasurer at Toastmasters International,"Currently studying computer science engineering 
Intermediate coding skills in C language 
Digital Content writer in VITspot 
Active member of LEO NGO
Member of Toastmasters VIT
Interested in a digital marketing and business development.",VIT_Vellore Institute of Technology ,ug,group1,Computer Science,Media and Communication,Toastmasters International,treasurer,network,India,AS,Computer Science
2423,Assistant Manager - Corporate Relations,Avsar HR Services,Consumer Goods,"Bangalore Urban, Karnataka, India",False,2020.0,Assistant Manager - Corporate Relations at Avsar HR Services,,Vellore Institute of Technology,ug,group2,Chemical Engineering,Media and Communication,Avsar HR Services,Manager,network,India,AS,Chemical Engineering
2424,Events and Publicity Head,SIAM VIT,Information Technology and Services,"Tamil Nadu, India",True,2021.0,Events and Publicity Head at SIAM VIT,"Statistics and Data Analytics student.
Very much interested in AI, ML and Business Analytics.
Loves to code.",Vellore Institute of Technology,pg,group1,Computational Statistics and Data Analytics,Media and Communication,SIAM VIT,Team Leader,network,India,AS,Computer Science
2425,Technical Support Engineer,CSS Corp,Information Technology and Services,"Tamil Nadu, India",True,2021.0,Technical Support Engineer at CSS Corp,Optimistic with the spirit of success. In progress to reach the peak. ,Vellore Institute of Technology,ug,group2,Project Management,Media and Communication,CSS Corp,Engineer,network,India,AS,Management
2426,Editorial and Publicity ,"Bulls and Bears: The Finance Club, VIT",Marketing and Advertising,"Jaipur, Rajasthan, India",False,2018.0,"VIT Vellore | Ex-Intern at Gravity Ecom | Editorial and Publicity Member at Bulls and Bears: The Finance Club, VIT",,Vellore Institute of Technology,ug,group2,Computer Science with specilization in Information Security,Media and Communication,"Bulls and Bears: The Finance Club, VIT",Editor,network,India,AS,Computer Science
2427,Intern,GeeksforGeeks,Information Technology and Services,"New Delhi, Delhi, India",False,2020.0,Intern at GeeksforGeeks,"Experienced Public Relations Specialist with a demonstrated history of working in the education management industry. Skilled in Artificial intelleigence , Machine Learning,  C , C++ , Data structure and algorithm, Research, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, and Leadership. Strong media and communication professional with a Bachelor of Technology - BTech focused in Computer Engineering from Vellore Institute of Technology. ",Vellore Institute of Technology,ug,group1,Computer Engineering,Media and Communication,GeeksforGeeks,Intern,network,India,AS,Computer Science
2428,Core Committee member,SIAM VIT,Education Management,"Hyderabad, Telangana, India",False,2019.0,Full Stack Web Developer,"Second year IT student interested in Web Development, Cyber security, Coding and Mathematics",Vellore Institute of Technology,ug,group1,Information Technology,Media and Communication,SIAM VIT,Commitee Member,network,India,AS,Computer Science
2429,Trainee Decision Scientist,Mu Sigma Inc.,Information Technology and Services,"Bangalore Urban, Karnataka, India",False,2019.0,Trainee Decision Scientist at Mu Sigma,,Vellore Institute of Technology,ug,group2,Computer Science,Media and Communication,Mu Sigma Inc.,Research Scientist,network,India,AS,Computer Science
2430,Compere Cum Announcer,All India Radio,Marketing and Advertising,"Cuddapah, Andhra Pradesh, India",False,2013.0,"Compere Cum Announcer at All India Radio, Entrepreneur","Experienced Presenter with a demonstrated history of working in the broadcast media industry. Skilled in Digital Strategy, Customer Relationship Management (CRM), Market Research, and Management. Strong media and communication professional with a MIB (Masters in in International Business) focused in Marketing & Logistics from Vellore Institute of Technology. Also a professional with Masters Degree in Computer Sciences. Certified Fellow in Life Insurance from Insurance Institute of India. Digital Marketing Professional, VoiceOver Artist. Well experienced in production work with script writing, editing, and mixing. Done many Telugu programs.",Vellore Institute of Technology,pg,group3,Marketing & Logistics,Media and Communication,All India Radio,comperecumannouncer,network,India,AS,Marketing and Finance
2431,Head Of Public Relations,Girl Up She-United,Consumer Services,"Vapi, Gujarat, India",False,2020.0,Head of Public Relations at GirlUp She-United,"An undergraduate coder in the continuous pursuit of learning and exploring.
Trying to make out everything I can possibly of the resources provided and benefit community at large.",Vellore Institute of Technology,ug,group1,Information Technology,Media and Communication,Girl Up She-United,Team Leader,network,India,AS,Computer Science
2432,Core Committee Member( Research Department),"Entrepreneurship Cell, VIT",Nonprofit Organization Management,"Cuttack, Orissa, India",False,2019.0,Bachelor of Technology - BTech at Vellore Institute of Technology,"Experienced Committee Member with a demonstrated history of working in the non-profit organization management industry. Skilled in Python (Programming Language), C (Programming Language), Entrepreneurship, HTML, and Algorithms. Strong operations professional with a Bachelor of Technology - BTech focused in Information Technology from Vellore Institute of Technology. ",Vellore Institute of Technology,ug,group1,Information Technology,Media and Communication,"Entrepreneurship Cell, VIT",PhD Student,network,India,AS,Computer Science
2433,Web Content Writer,TeamLease Skills University | Putting India to Work,Research,"Ernakulam, Kerala, India",False,2020.0,Web Content Writer at TeamLease Skills University | Putting India to Work,,Vellore Institute of Technology,pg,group1,Biotechnology,Media and Communication,TeamLease Skills University | Putting India to Work,Developer,network,India,AS,Biotechnology
2434,Actor,VIT Dramatics Club,Entertainment,"Kolkata, West Bengal, India",False,2019.0,Media and PR Intern at PICARTZO SERVICES PRIVATE LIMITED,"Experienced actor with a demonstrated history of working in the entertainment industry. Skilled in Microsoft Word, NI Multisim, Analog Circuit Design, Project management and MATLAB. Strong media and communication professional with a Btech focused in Electronics and communication engineering from Vellore Institute of Technology, Vellore.",Vellore Institute of Technology,ug,group1,Electronics and Communications Engineering,Media and Communication,VIT Dramatics Club,Actor,network,India,AS,"Electrical, Electronics and Communication Engineering"
2435,International Partner,World Business Angels Investment Forum,International Trade and Development,"Tamil Nadu, India",False,2020.0,Inventor | Entrepreneur| Open Innovation,"I am an inventor, tech developer, and an aspiring Serial Entrepreneur. I am currently building on a platform that can change product and service Innovation by engaging consumers through Cocreation. This platform is Qolab Solutions and we are open inovation specialists for brands.
I am interested and working towards the Sustainable Development Goals 2030 by the United Nations. I am trying to procure a pro- SDG design philosophy in all my activities.
I am involved in the development of technology and solution for drone delivery and logistics as I believe in the future of aerial Mobility.

Reach out to me at eltondsouza.com
 eltonjtd@gmail.com
 8277063964

thank you!",Vellore Institute of Technology,ug,not-given,Mechanical Engineering,Media and Communication,World Business Angels Investment Forum,Intern,network,India,AS,Mechanical Engineering
2436,Content Writer,GeeksforGeeks,Information Technology and Services,"Puruliya, West Bengal, India",True,2021.0,Youtuber || Python Geek || Web Developer,"My name is Saikat Sahana, and I am a 2nd-year student in the Vellore Institute of Technology, Chennai campus. I am currently pursuing engineering in electronics and computers. I am a technology geek and like to explore unknown and new technologies. I am also a hardcore coder and practice coding in many languages – Python, Java, JavaScript,c++, to name a few. I have a 6-star rating on problem-solving in Hackerrank if that might appeal to you.",Vellore Institute of Technology,ug,group1,Electronics and computer engineering,Media and Communication,GeeksforGeeks,Content Creator,network,India,AS,Computer Science
2437,Vice President,PALS VIT Chennai,E-Learning,"Chennai, Tamil Nadu, India",False,2020.0,Student Intern at ByteBlanket,"• An enthusiast in Circuit & PCB Designing, HDL, Adobe softs and Java.
• Quick learner with excellent analytical and troubleshooting skills.

",Vellore Institute of Technology,ug,group1,Electronics and Communications Engineering,Media and Communication,PALS VIT Chennai,Board Member,network,India,AS,"Electrical, Electronics and Communication Engineering"
2438,Feature Writer ,MEA WorldWide,Information Technology and Services,"Bangalore Urban, Karnataka, India",False,2018.0,Feature Writer  at Meaww,"Writer for Political News and Human Interests at Meaww | Former co-founder at Camelport Logistics

| About Camelport 

Logistics is one of the most fragmented and disorganized sectors in our country's economy, subjected to low price discovery, malpractices and under utilization of resources due to an inefficient market.

At Camelport, we are attempting to revolutionize the billion dollar surface cargo industry in India, which is the backbone of supply chain, by automating freight sales. 

Using our solution, shippers get the best rates in the market in real time; whereas truckers win more business and are able to fluently organize their supply.

Keep tabs on us at www.camelport.com",Vellore Institute of Technology,ug,group3,Computer Science and Engineering,Media and Communication,MEA WorldWide,Writer,network,India,AS,Computer Science
2439,Medical Writer,Acumed,Hospital & Health Care,"Portland, Oregon Metropolitan Area",False,2017.0,Medical Writer at Acumed,3+ years experience in Medical Device Industry. Author Clinical Evaluation Reports. Background in Biomedical Engineering,University of South Florida,phd,group3,Biomedical Engineering,Media and Communication,Acumed,Writer,network,United States,NA,biomedicalengineering
2440,Applied Behaviour Science Lead,Atom,Research,"Kolkata, West Bengal, India",False,2020.0,Applied Behavior Science Lead at Atom | Neuroscience | Psychology | Autism | Music | Gender | LGBTQIA | Mental Health| I care about making tangible social impact,"I am a neuroscientist with over ten years experience in academic and clinical research. My core expertise intersects the interdisciplinary fields of autism, child mental health, clinical trials and cognitive neuroscience. I have a research background with a PhD in Neuroscience from the National Brain Research Centre, Gurgaon and 5 years of international post-doctoral research experience. My research has been published in numerous peer-reviewed journals and covered in various media outlets. I wish to apply my academic research experience to improve our understanding and implementation of mental health care by bridging the gap between researchers, clinicians, patients and other stakeholders through integration of biomedical and psychosocial perspectives. I currently work as the Research lead at a digital wellness startup called Atom.","National Brain Research Centre, Gurgaon",phd,group3,Neuroscience,Media and Communication,Atom,Team Leader,network,India,AS,neuroscience
2441,Vice President Marketing,Board Gamers Club,Consumer Goods,"Tamil Nadu, India",False,2020.0,PR and marketing at Society of Petroleum Engineers International,,"Vellore Institute of Technology, Vellore",ug,group1,Mechanical Engineering,Media and Communication,Board Gamers Club,Board Member,network,India,AS,Mechanical Engineering
2442,Research And Teaching Assistant,Vellore Institute of Technology,Research,India,False,2020.0,PhD Scholar | Author | Poet | Columnist,"PhD Scholar at VIT. My areas of interest are Stem Cells, Cancer Biology, Immunology, Molecular Biology and Neurobiology.",Vellore Institute of Technology,phd,not-given,Stem Cells and Tissue Engineering,Media and Communication,Vellore Institute of Technology,PhD Student,network,India,AS,stemcellsandtissueengineering
2443,Content Editor,Pepper,Publishing,"Kerala, India",True,2021.0,Content Editor,"A budding writer, an aspiring engineer and a huge film enthusiast
",Vellore Institute of Technology,ug,group1,Electronics and Communications Engineering,Media and Communication,Pepper,Editor,network,India,AS,"Electrical, Electronics and Communication Engineering"
2444,Content Writer,PlaceXP VITC,Publishing,"Salem, Tamil Nadu, India",False,2020.0,Content Writer at PlaceXP VITC,,Vellore Institute of Technology,pg,group1,Data Science,Media and Communication,PlaceXP VITC,Content Creator,network,India,AS,Computer Science
2445,Core commitee member,F.E.P.S.I,Mechanical or Industrial Engineering,"Tamil Nadu, India",False,2018.0,"Mechanical Engineer |VIT'22|
Intern at QkRes Technologies and Research Services",,Vellore Institute of Technology,ug,group1,Mechanical Engineering,Media and Communication,F.E.P.S.I,Commitee Member,network,India,AS,Mechanical Engineering
2446,Content Developer,Doubtnut,E-Learning,"Tamil Nadu, India",False,2020.0,Content Developer at Doubtnut,,Vellore Institute of Technology,ug,group2,Mechanical Engineering,Media and Communication,Doubtnut,Developer,network,India,AS,Mechanical Engineering
2447,Talent and Cultural Marketing Intern,Morningstar,Information Technology and Services,Greater Chicago Area,True,2021.0,Talent and Cultural Marketing Intern at Morningstar| Tableau Specialist,"Akanksha Nehra is a Marketing Analytics student from Stuart school of business, at Illinois Institute of Technology, Chicago. She’s skilled in numerous fields like B2B marketing campaigns, SEO, data analytics, People Analytics, Google analytics, leadership, and communications with a former degree in Engineering in Biotechnology. Apart from having been able to strengthen her problem-solving skills, as well as explore various forms of customer intent in all environments, she is also a person who thrives in a challenging, and fast-paced environment. It has always been her endeavor to have the opportunity to apply her technical, and creativity skills at a company that embraces a diverse panel of employees.","Illinois Institute of Technology, Chicago in India",pg,group1,Marketing Analytics,Media and Communication,Morningstar,Intern,network,United States,NA,Marketing and Finance
2448,Content Writer,CyVIT 2021,Publishing,"Harda, Madhya Pradesh, India",True,2021.0,"Btech CSE (Cybersecurity and Digital forensics) student at Vellore Institute of Technology, Bhopal","I am a deterministic person who is looking forward to work with dream companies in the future, and currently, I am feeding myself with different technical skills which will help me to follow my dream job and dream life.

Hoping well for all!
",Vellore Institute of Technology,ug,group1,Computer Science Engineering (with specialization in Cyber Security and Digital Forensics),Media and Communication,CyVIT 2021,Content Creator,network,India,AS,Computer Science
2449,Professional Freelancer,Self Employed,Information Technology and Services,"Munger, Bihar, India",False,2018.0,"Software engineer | Web development | Android app development | Freelancing | Digital media marketing
","Experienced Freelance with a demonstrated history of working in the education management industry. Skilled in Object-Oriented Programming (OOP), Article Writing, C (Programming Language), Technical Writing, and Event Management. Strong professional with a btech focused in Computer Science from vellore institute of technology,bhopal. ","vellore institute of technology,bhopal",ug,group1,Mathematics and Computer Science,Media and Communication,Self Employed,freelancer,network,India,AS,Computer Science
2450,Content Developer,TryHackMe,Information Technology and Services,India,False,2020.0,Penetration Tester ⚔ | Content Developer at TryHackMe 🗺 ,"I'm an InfoSec guy with a strong interest in ethical hacking, penetration testing, vulnerability analysis, and network security. I am a Hard-working, energetic, personable, technical-minded individual who loves hacking and breaking the rules, but don’t get me wrong as I said "" I am an ethical hacker."" 🐱‍💻",Vellore Institute of Technology,ug,group1,Specialization in Information Security,Media and Communication,TryHackMe,Developer,network,India,AS,Computer Science
