,Industry,Company Location,New Job (90 Days),Year Started,Profile Headline,Profile Summary,School,Degree,Education End,Domain,CompanyName,JobTitle,My Network,Country,Continent,FieldOfStudy,Industry_embedding,Company Location_embedding,Profile Headline_embedding,Profile Summary_embedding,School_embedding,Degree_embedding,Education End_embedding,Domain_embedding,CompanyName_embedding,JobTitle_embedding,My Network_embedding,Country_embedding,Continent_embedding,FieldOfStudy_embedding
2356,Consumer Services,"Chennai, Tamil Nadu, India",True,2021.0,Legal Intern at M/s. Nathan and Associates,Looking for an internship program in a dynamic field of law with a wide range of holistic development for an effective learning experience which will offer early responsibilities and where I can contribute for the betterment of the institution along with honing my legal skills and aptitude. Can acclimatize to any changing current work situation.,Vellore Institute of Technology,ug,group1,Media and Communication,M/s. Nathan and Associates,Intern,network,India,AS,not_given,0.38967007,0.60004115,-0.19218826,-0.43915024,0.75134337,-0.12845042,-0.5150479,0.4846898,0.29424414,-0.308086,-0.34562543,-0.15667738,-0.22795308,0.52895916
2357,Publishing,"Chennai, Tamil Nadu, India",False,2004.0,Freelance Writer and Tamil Translator  ,"My passion for writing has encouraged me to write infinite articles/blogs/web content for various companies/websites across. I take the pride of delivering my best writing services to my clients from different domains.  My interest in research on given topic, develop unique and informative content with creative ideas have not only made me get a fulfillment in my passion and career but also my clients feel happy with my professional output to their expectations.  With the same fulfillment and desire to continue with my writing profession, I look forward to offering by best writing services to my clients around the globe. ",Chennai,pg,not-given,Media and Communication,Chennai,Content Creator,network,India,AS,Economics,-0.33851513,0.60004115,0.105658345,-0.43724388,0.05070755,-0.61622804,0.45873982,0.4846898,0.05070755,0.0845911,-0.34562543,-0.15667738,-0.22795308,-0.81314826
2358,Information Technology and Services,"Vellore, Tamil Nadu, India",False,2019.0,Student at Vellore Institute of Technology,,Vellore Institute of Technology,ug,group1,Media and Communication,Apple Developers Group (ADG-VIT) ,Commitee Member,network,India,AS,Computer Science,-0.24523748,0.5367587,0.7517292,0.0068888944,0.75134337,-0.12845042,-0.5150479,0.4846898,0.13256378,0.19431321,-0.34562543,-0.15667738,-0.22795308,-0.5947676
2359,Information Technology and Services,"Bengaluru, Karnataka, India",False,2020.0,"Manager 1, Content Strategy and Operations - North Zone at ShareChat | CUHK MBA ( Dean's List)","Abhinav is currently leading Content Strategy and Operations for North Zone at ShareChat , India's fastest growing vernacular social network, leading the content strategy and operations for North Zone languages - Hindi, Punjabi, Rajasthani, Haryanvi, Bhojpuri and Urdu with Daily Active Users on app > 14 million. Prior to it, he was Strategy Lead - Punjabi at ShareChat, leading Content Strategy & Operations for Punjabi. Before joining ShareChat in April 2020, he was Assistant Vice President and Head of Product Sales at Eunimart, where he led the Product Led Growth (PLG), Product Sales and Product Monetization Strategy of AI powered Cross-Border E-Commerce Product of Eunimart. He has graduated with MBA from CUHK Business School in Hong Kong and achieved position in Dean's List for excellent academic achievement. He has also been awarded Lifetime Membership of Beta Gamma Sigma, an international business honor society for AACSB-accredited schools, which are in top 5% of business school programs across the world, for excellent academic achievement at MBA program. He has represented CUHK Business School and finished 3rd in Asia in Asia's first Mergers & Acquisitions Business Case Competition - Amalgamation held at and organised by Nanyang Business School in Singapore in May 2019. He was also President of Technology and Startup Student Club of CUHK Business School. He  is an entrepreneur and has self-developed and published casual games on mobile platform. Prior to MBA, he was Account Strategist at InMobi and managed the mobile user-acquisition and re-marketing campaigns for the advertisers globally and has extensive experience in Digital Marketing industry across diverse industries TMT, Retail, E-commerce , Gaming. He has attained 'The Fundamentals of Digital Marketing Certification' from Google. Prior to his role at InMobi, he had been Business Technology Analyst in Information Management -Application Management Service line at Deloitte Consulting LLP. He graduated from VIT University in 2013 with Bachelors in Computer Science and Engineering. As an undergraduate, he worked on machine learning , data encryption and data security along with developing a semantic search engine.",The Chinese University of Hong Kong (CUHK) Business School,pg,group2,Media and Communication,ShareChat,Manager,network,India,AS,not_given,-0.24523748,0.39514416,-0.83499044,-0.3188361,-0.023594106,-0.61622804,-0.5348988,0.4846898,-0.1545454,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.52895916
2360,Consumer Services,"Udipi, Karnataka, India",False,2019.0,PGDM-Finance | B K Constructions |Civil Engineer,"An engineer into stocks, fond of the triple bottom line framework and living by the philosophy ""Money saved is money earned"". ",T.A.PAI MANAGEMENT INSTITUTE,pg,group1,Media and Communication,ATHARVA - TAPMI,Commitee Member,network,India,AS,Marketing and Finance,0.38967007,0.120407924,0.3945298,-0.2278653,0.049385265,-0.61622804,-0.5150479,0.4846898,-0.13906494,0.19431321,-0.34562543,-0.15667738,-0.22795308,-0.18475033
2361,Consumer Goods,"Chennai, Tamil Nadu, India",False,2018.0,ASIC Physical Design Engineer at HCL Technologies,"Experienced Electronic Specialist with a good knowledge in physical design flow and expert in basics graduated from VIT University,Got an opportunity to work with great firm HCL which helped  me to   understand the gaps in the physical design. ",Vellore Institute of Technology,not_given,group2,Media and Communication,HCL Technologies,Engineer,network,India,AS,not_given,0.39451176,0.60004115,0.5949944,-0.5005583,0.75134337,0.52895916,-0.5348988,0.4846898,0.5326753,0.21950686,-0.34562543,-0.15667738,-0.22795308,0.52895916
2362,Research,Malaysia,False,2020.0,Guest Editor at Sustainability MDPI,"THANIKANTI SUDHAKAR BABU received the B.Tech. degree from Jawaharlal Nehru Technological University, Ananthapur, India, in 2009, the M.Tech. degree in power electronics and industrial drives from Anna University, Chennai, India, in 2011, and the Ph.D. degree from VIT University, Vellore, India, in 2017. He is currently a Postdoctoral Researcher with the Department of Electrical Power Engineering, Institute of Power Engineering, Universiti Tenaga Nasional (UNITEN), Malaysia. He has published more than 30 research articles in various reputed international journals. 

I also had the opportunity to work on several high end equipment’s such as dSPACE controller, dSPACE Microlab box, Solar PV simulator, Fuel cell emulator, Solar PV Emulator, complex drives equipment’s in Danfoss laboratory and Rockwell automation system. Working on such high end systems has given me a lot of confidence and expertise to work and handle complex equipment’s with ease.

Acting as editorial board members and reviewers for various reputed journals, such as the IEEE and the IEEE ACCESS, IET, Elsevier and Taylor and Francis. His areas of interests include design and implementation of solar PV systems, renewable energy resources, power management for hybrid energy systems, fuel cell technologies, electric vehicle, and smart grid.
",Vellore Institute of Technology,phd,not-given,Media and Communication,Sustainability MDPI,Editor,network,Malaysia,AS,"Electrical, Electronics and Communication Engineering",-0.29609337,-0.10589851,-0.45541114,-0.14439413,0.75134337,-0.5109715,0.45873982,0.4846898,0.008367322,-0.7191618,-0.34562543,-0.10589851,-0.22795308,0.66143984
2363,Information Technology and Services,"Delhi, India",True,2021.0,Analyst Intern at American Express | SutraHR's India's Top 20 Under 20,"Dynamic, Bold and Witty. 
Data Science Enthusiast. Technical skills include Java, Python (and Data Science related libraries). 
An Experienced Theatre Actor. Strong in Public Speaking and Leadership Qualities. 
Pursuing Bachelor of Technology degree in Computer Science from Vellore Institute of Technology. 

Article in Hindustan Times: https://www.hindustantimes.com/india/now-charging-phone-as-easy-as-walk-in-park/story-Woo2f7dPCH0mKSmLJbzYoJ.htmlzYoJ_amp.html",Vellore Institute of Technology,ug,group1,Media and Communication,American Express,Analyst,network,India,AS,Computer Science,-0.24523748,0.043291796,-0.7934821,-0.4897367,0.7513435,-0.12845042,-0.5150479,0.4846898,0.16150688,-0.47440735,-0.34562543,-0.15667738,-0.22795308,-0.5947676
2364,Information Technology and Services,"Delhi, India",False,2019.0,Public Relations Officer and Events Head at Institution of Engineering and Technology (IET),Pursuing B.Tech. in Electronics and Communication Engineering | IET | Internet of Things | Robotic Process Automation ( RPA ) |,Vellore Institute of Technology,ug,group1,Media and Communication,Institution of Engineering and Technology (IET),developer,network,India,AS,"Electrical, Electronics and Communication Engineering",-0.24523748,0.043291796,0.32148123,0.14535259,0.75134337,-0.12845042,-0.5150479,0.4846898,0.3227676,0.092446804,-0.34562543,-0.15667738,-0.22795308,0.66143984
2365,Information Technology and Services,"Jharkhand, India",False,2020.0,CyberSecurity Enthusiast | CTF Player,,"Vellore Institute of Technology, Bhopal",ug,group1,Media and Communication,YouTube,Youtuber,network,India,AS,Computer Science,-0.24523748,-0.020639692,0.16302682,0.0068888944,0.56315464,-0.12845042,-0.5150479,0.4846898,0.6389863,0.97563386,-0.34562543,-0.15667738,-0.22795308,-0.5947676
2366,Publishing,"Tamil Nadu, India",False,2020.0,Engineering Student at Vellore Institute of Technology,"A self-confident chap enhancing professional competence and knowledge.

Becoming an Electronics and Computer Engineer ensures me of becoming a pundit of a product as this would impart in me the knowledge of both the hardware and software aspects.

Making the three worlds of academics, sports, and extracurricular link up to develop practical skills is my goal. Participated frequently in basketball, swimming, and cricket at state level. These sports have improved my social effectiveness inculcating adaptability, sense of responsibility, liveliness, and never giving in. Also participation in regional debating and public speaking competitions has made me an extrovert with good oratory skills.

Connecting with people from different walks of life and developing camaraderie gratifies me. Having lived in 8 states across the length of India I have mates from different parts of the nation which has given me understanding about distinct cultures and people. Hence, whenever I meet a new person something common pops up between us in a wink which establishes our relationship.

Adventure drives my survival. Overcoming fears and taking that one leap of faith to enter a new world is what excites me the most. Once I got 14 stitches and lost 5 teeth as a kid doing some activity in the night, thankfully they were temporary teeth.

On a lighter note, I also consider myself as a freelance 'Taste & Texture Maestro' to all the nourishment and sustenance laboratories (food outlets) in and around me.

Please feel free to reach out to me and connect with me.",Vellore Institute of Technology,ug,group1,Media and Communication,The Erudite,Content Creator,network,India,AS,Computer Science,-0.33851513,0.56172913,0.5991678,-0.34450865,0.75134337,-0.12845042,-0.5150479,0.4846898,-0.065846026,0.0845911,-0.34562543,-0.15667738,-0.22795308,-0.5947676
2367,Hospital & Health Care,"Toronto, Ontario, Canada",False,2020.0,"I improve patient outcomes with balanced, accurate medical communications || Medical writer and fountain pen nerd ","I can help you:
•	Analyze, categorize, perform trend analysis and author Powerpoint reports on medical information queries
•	Write balanced, accurate and timely answers for unsolicited requests for product information from various stakeholders.
•	Write complex standard response letters to answer frequently asked questions and keep them updated.
•	Apply disease or therapy area expertise to draft, review and finalize informational bulletins for internal stakeholders.",University of Leeds,pg,group3,Media and Communication,TANK Communications,Writer,network,Canada,NA,bioscienceinfectionandimmunity,0.6416101,-0.3674501,0.10702578,0.09402328,-0.34760982,-0.61622804,-0.799207,0.4846898,0.30902892,-0.114850394,-0.34562543,-0.40686503,0.20820904,0.46159747
2368,Management Consulting,"Lucknow, Uttar Pradesh, India",True,2021.0,BTA Intern at Deloitte India (Offices of the US),"A Data-Science enthusiast, keen to work on projects involving analysis and visualization of data.",Vellore Institute of Technology,ug,group1,Media and Communication,Deloitte India (Offices of the US),Intern,network,India,AS,Computer Science,-0.62723196,-0.5312486,-0.08563384,0.07750901,0.75134337,-0.12845042,-0.5150479,0.4846898,-0.12836497,-0.30808622,-0.34562543,-0.15667738,-0.22795308,-0.5947676
2369,Education Management,"Vellore, Tamil Nadu, India",False,2020.0,RH294 Ansible || Flutter || Hybrid Multi Cloud Intern at LinuxWorld Informatics Pvt Ltd | Writer @Medium,"Cloud computing enthusiast with heavy inclination towards learning new
tech and picking up new skills. Passionate about simplifying things through
technology. Clear understanding of terraform.",Vellore Institute of Technology,ug,group1,Media and Communication,LinuxWorld Informatics Pvt Ltd,developer,network,India,AS,"Electrical, Electronics and Communication Engineering",-0.28785518,0.5367587,0.10364098,-0.55496955,0.75134337,-0.12845042,-0.5150479,0.4846898,-0.005775768,0.092446804,-0.34562543,-0.15667738,-0.22795308,0.66143984
2370,Hospital & Health Care,Greater Bengaluru Area,True,2021.0,Biomedical Engineer in the making," Personable individual willing to work hard and take on any task. Logical, scholarly attitude for focused research dedicated to innovative, dynamic and systematic work. Strong scientific and technical knowledge coupled with design and hands-on prototyping skills. Forward-thinking with great attention to detail and presentation skills. Strong media and communication professional with a B-tech focused in Electronic and Communications Engineering with specialisation in Biomedical engineering from Vellore Institute of Technology.",Vellore Institute of Technology,ug,group1,Media and Communication,VIT Dance Club,dancer,network,India,AS,"Electrical, Electronics and Communication Engineering",0.6416101,0.20118904,0.5654432,-0.39436263,0.75134337,-0.12845042,-0.5150479,0.4846898,0.32459387,-0.047362417,-0.34562543,-0.15667738,-0.22795308,0.66143984
2371,Consumer Services,"New Delhi, Delhi, India",False,2020.0,Member at IEEE Computer Society Club VITC,,Vellore Institute of Technology,ug,group1,Media and Communication,Microsoft Innovations Club VITC,Commitee Member,network,India,AS,Computer Science,0.38967007,0.015292105,0.17307994,0.0068888944,0.75134337,-0.12845042,-0.5150479,0.4846898,0.28583923,0.19431321,-0.34562543,-0.15667738,-0.22795308,-0.5947676
2372,Consumer Services,"Hyderabad, Telangana, India",False,2016.0,Data Scientist | Machine Learning Engineer,"I have over 2 years of experience working in data science. Currently, I work as Sure IT Solution's Data Scientist, improving products and services for our customers by using advanced analytics, standing up big-data analytical tools, creating and maintaining models, and onboarding compelling new data sets.

Previously, I was working as a freelancer, where I analyzed data from some of the biggest enterprise and networks in the world to educate the market on long-term internet trends.

Competencies: data science, machine learning, cloud computing, Hadoop, Python/R, network protocols",Vellore Institute of Technology,pg,group2,Media and Communication,Sure IT Solutions,Research Scientist,network,India,AS,Computer Science,0.38967007,0.083501734,-0.43415734,-0.54353213,0.75134337,-0.61622804,-0.5348988,0.4846898,-0.39203322,-0.27751964,-0.34562543,-0.15667738,-0.22795308,-0.5947676
2373,Consumer Goods,"Ganderbal, Jammu & Kashmir (Union Territory), India",False,2019.0,Student at IRMA,,Institute of Rural Management Anand (IRMA),pg,group1,Media and Communication,iSEC,Coordinator,network,India,AS,Management,0.39451176,-0.377747,-0.5002716,0.0068888944,-0.463721,-0.61622804,-0.5150479,0.4846898,-0.18689209,-0.4547119,-0.34562543,-0.15667738,-0.22795308,-0.5813182
2374,Hospital & Health Care,"Bangalore Urban, Karnataka, India",False,2020.0,Associate Medical Writer at MMS,I am actively searching for an organisation who would let me explore my potentials. ,Vellore Institute of Technology,pg,group2,Media and Communication,MMS,Associate,network,India,AS,Biotechnology,0.6416101,0.41186523,-0.07978712,0.3625833,0.75134337,-0.61622804,-0.5348988,0.4846898,-0.2127943,-0.19023164,-0.34562543,-0.15667738,-0.22795308,0.22836168
2375,Consumer Goods,"Maharashtra, India",True,2021.0,Content Team Member  at Mindhack! Summit,,Vellore Institute of Technology,ug,group1,Media and Communication,Intel Corporation,Developer,network,India,AS,Computer Science,0.39451176,0.1808442,-0.099725105,0.0068888944,0.75134337,-0.12845042,-0.5150479,0.4846898,0.30198842,0.09244666,-0.34562543,-0.15667738,-0.22795308,-0.5947676
2376,Publishing,"Bangalore Urban, Karnataka, India",False,2019.0,Associate Editor at Cactus Communications,,Vellore Institute of Technology,ug,group2,Media and Communication,Cactus Communications,Associate,network,India,AS,Mechanical Engineering,-0.33851513,0.41186523,-0.1243479,0.0068888944,0.75134337,-0.12845042,-0.5348988,0.4846898,0.58047193,-0.19023164,-0.34562543,-0.15667738,-0.22795308,0.53104585
2377,Education Management,"Tamil Nadu, India",False,2020.0,Web Development and Designing Intern at The Sparks Foundation | Web Developer at BillionByte IT Solutions ,"Computer science and Engineering student with experience in Web development and Technical content writing skills. Keen interest to specialize in emerging technologies like Artificial Intelligence(AI) and Machine Learning(ML).
Extremely motivated to constantly develop my skills and grow professionally and have researched upon Robotics and AI domains apart from my curriculum and working on projects related to them. I am a good learner and have great grasping power. My unmatched  zeal  to learn and passion towards the work I do makes me different from others.",Vellore Institute of Technology,ug,group1,Media and Communication,The Sparks Foundation,Developer,network,India,AS,Computer Science,-0.28785518,0.56172913,-0.29568592,-0.6229432,0.75134337,-0.12845042,-0.5150479,0.4846898,0.40234432,0.09244666,-0.34562543,-0.15667738,-0.22795308,-0.5947676
2378,Management Consulting,"Chandigarh, Chandigarh, India",False,2020.0,"Director, Finance and Documentation, VITMUNSoc",,Vellore Institute of Technology,ug,group1,Media and Communication,VIT Today,Editor,network,India,AS,Mechanical Engineering,-0.62723196,0.387667,-0.3829174,0.0068888944,0.75134337,-0.12845042,-0.5150479,0.4846898,0.10364606,-0.7191617,-0.34562543,-0.15667738,-0.22795308,0.53104585
2379,Information Technology and Services,"South Delhi, Delhi, India",False,2018.0,Student at Vellore Institute of Technology(AP),"Currently pursuing Computer Science and Engineering from VIT-AP. Exploring different avenues and trying to figure out what I am really good at. I love to read and have intellectual conversations. I like to take responsibility and lead from the front.
",Vellore Institute of Technology,ug,group1,Media and Communication,Vellore Institute of Technology,Student,network,India,AS,Computer Science,-0.24523748,-0.68547654,0.3633737,-0.7509962,0.75134337,-0.12845042,-0.5150479,0.4846898,0.7513435,-0.1818437,-0.34562543,-0.15667738,-0.22795308,-0.5947676
2380,Information Technology and Services,"Dehradun, Uttarakhand, India",True,2021.0,"Project Admin @GSSoC,Mexili for UniAuth.co • Batch0 MLH Fellow • Google Season of Docs Mentor, Maintainer @ CircuitVerse  • CB BOSS 2020 Winner • GCI Finalist","Hello there. I'm a passionate young programmer, who has experience in a couple of programming languages. I believe in solving real world problems using programming, and my works demonstrate the same. I'm always willing to acquire new skills and experiences.",VIT_Vellore Institute of Technology ,ug,group1,Media and Communication,GirlScript Summer of Code,Team Leader,network,India,AS,Computer Science,-0.24523748,-0.4322346,-0.6865333,-0.3964143,0.80594736,-0.12845042,-0.5150479,0.4846898,0.053777155,-0.28544277,-0.34562543,-0.15667738,-0.22795308,-0.5947676
2381,Hospital & Health Care,"Bangalore Urban, Karnataka, India",False,2017.0,Medical Writer at Parexel,"PhD in Biotechnology from VIT University,vellore. Expertise in Isolation and identification of Mycotoxins, Purification of bio-active compounds, Cell Culture techniques and Basic techniques in molecular biology.",Vellore Institute of Technology,phd,group2,Media and Communication,Parexel,Writer,network,India,AS,not_given,0.6416101,0.41186523,0.5509297,-0.28178522,0.75134337,-0.5109713,-0.5348988,0.4846898,0.019867381,-0.11485038,-0.34562543,-0.15667738,-0.22795308,0.52895916
2382,Entertainment,"Hyderabad, Telangana, India",False,2017.0,Liricist | Assistant director | Actor,The Stranger,,ug,group2,Media and Communication,"SAHITI (Telugu Literary Association) ,VIT University",Team Leader,network,India,AS,Mechanical Engineering,0.00060844235,0.083501734,-0.20011953,0.037643306,0.0068888944,-0.12845042,-0.5348988,0.4846898,-0.26200053,-0.28544277,-0.34562543,-0.15667738,-0.22795308,0.53104585
2383,Marketing and Advertising,"Bangalore Urban, Karnataka, India",False,2020.0,22 Feet Tribal WW-Media at 22feet Tribal Worldwide,"3.7 years into the management world and there is no end to learning and acquiring new skills and grow in the domain.  Currently working with a digital advertising firm called 22Feet Tribal Worldwide after my stint at Interactive avenues. Previously had worked with performics resultrix  and had been associated with clients like Lenovo, Dailyhunt.
I believe the I am a process oriented person when it comes to work as it helps me to be more efficient in terms of work. I am known to get the work done. 
Always looking out for opportunities where i can skill up and grow in the field.
Movies, fashion and  motivating and constructive conversations gives me High.

Specialties: Flexible,cooperative, team player,fast, result oriented, multi tasked, dependable,Confident,Creative but practical.

Email me at - sourav.lodh2014@gmail.com",Vellore Institute of Technology,ug,not-given,Media and Communication,22feet Tribal Worldwide,Media,network,India,AS,Computer Science,0.3715994,0.41186544,0.46703568,-0.15574393,0.75134337,-0.12845042,0.45873982,0.4846898,0.02625261,0.8610181,-0.34562543,-0.15667738,-0.227953,-0.5947676
2384,Consumer Services,"Surat, Gujarat, India",False,2020.0,Student of computer science and engineering at VIT-AP,,Vellore Institute of Technology,ug,group1,Media and Communication,Sanskriti Club VIT-AP,prteam,network,India,AS,Computer Science,0.38967007,0.28760365,-0.45482585,0.0068888944,0.75134337,-0.12845042,-0.5150479,0.4846898,0.30351827,-0.03312663,-0.34562543,-0.15667738,-0.227953,-0.5947676
2385,Design,"New Delhi, Delhi, India",False,2020.0,"Co-founder at theUXWhale, India and Design researcher. Passionately enables startup community.","Pranjal is a Co-founder & Operations Lead at theUXWhale, New Delhi, India who aims to support startups in developing models for & ""research in design"". His interests lie in designing for ethical data practices, online privacy through speculative and critical design. 

He has worked with 'Future of Finance Initiative' - Dvara Research, 'Digital Identity Research Initiative' - Indian School of Business and Idea Cellular Ltd. He is also the founding chair and the ex-chairperson at the Srishti SIGCHI Chapter and a chapter director at Startup Grind. He has been an AC for LBW in CHI 2019 and a Paper Reviewer for IndiaHCI2019. 

He has a Masters in Human-Centered Designer from Srishti Institute of Art, Design & Technology. Bachelors in Electronics and Communications from Vellore Institute of Technology. ","Srishti Institute of Art, Design and Technology",pg,group2,Media and Communication,HCI4SouthAsia,Volunteer,network,India,AS,Design,-0.08776307,0.015292105,0.09724018,-0.279365,0.4687147,-0.61622804,-0.5348988,0.4846898,0.19907632,0.4623417,-0.34562543,-0.15667738,-0.227953,-0.08776317
2386,Information Technology and Services,"Delhi, India",False,2020.0,Digital Content Creator at Trikon Technologies,"Computer Science Undergraduate Batch of 2023 from Vellore Institute Of Technology, Vellore, TN, India. Interests: Machine Learning, Arduino projects, and AI.",Vellore Institute of Technology,ug,group1,Media and Communication,Trikon Technologies,Content Creator,network,India,AS,Computer Science,-0.24523748,0.043291796,0.4236875,-0.6449027,0.75134337,-0.12845042,-0.5150479,0.4846898,0.35946506,0.0845911,-0.34562543,-0.15667738,-0.227953,-0.5947676
2387,Law Practice,"Minneapolis, Minnesota, United States",False,2019.0,"Editor-in-Chief, Journal of Law & Inequality (Vol. 39) | J.D. Candidate, University of Minnesota Law School","Navin is a third-year law student at the University of Minnesota Law School. He is the Editor-in-Chief of the Journal of Law & Inequality (Vol. 39), a Student Director at the Consumer Protection Clinic, and a member of the McGee National Civil Rights Moot Court Competition Team (2021 Finalist & Best Respondent Brief Winner). Before law school he was a Management Consultant at Deloitte and Ernst & Young for over six years serving clients in the financial services industry, and a Software Developer for around three years. Navin has a Masters in Information Systems from the University of Cincinnati and a Bachelors in Information Technology. Navin will join Robins Kaplan LLP as an Associate Attorney in Fall 2021.",University of Minnesota Law School,phd,group1,Media and Communication,Minnesota Journal of Law & Inequality (MJLI),Editor,network,United States,NA,Law,0.22268835,0.100224726,-0.80887,-0.5905383,-0.19723022,-0.5109713,-0.5150479,0.4846898,-0.50451624,-0.7191618,-0.34562543,0.21777464,0.20820911,0.08670905
2388,Mechanical or Industrial Engineering,"Chennai, Tamil Nadu, India",True,2021.0,"Chairperson at DBQC- The VIT Quiz Club |
General Secretary - External Affairs at The Hindu Education Plus Club |
Student Engineer passionate about FEA, CFD, AM, and Jet Propulsion","
I like fast cars.",Vellore Institute of Technology,ug,group1,Media and Communication,DBQC- The VIT Quiz Club,Board Member,network,India,AS,Mechanical Engineering,0.5515584,0.60004115,0.066426344,-0.65511495,0.75134337,-0.12845042,-0.5150479,0.4846898,0.36946478,0.013204547,-0.34562543,-0.15667738,-0.227953,0.53104585
2389,Aviation & Aerospace,"Tamil Nadu, India",False,2020.0,Marketing Head at Apple Developers Group (ADG-VIT) | Editorial Lead at Under25 VIT,,Vellore Institute of Technology,ug,group1,Media and Communication,Apple Developers Group (ADG-VIT),Team Leader,network,India,AS,Computer Science,-0.15645926,0.56172913,-0.2087646,0.0068888944,0.75134337,-0.12845042,-0.5150479,0.4846898,0.13256378,-0.28544277,-0.34562543,-0.15667738,-0.227953,-0.5947676
2390,Consumer Goods,Nepal,False,2020.0,Student Representative at Samsung India,"-An undergraduate junior working on Data Analytics.
- Loves to solve problems.

",Vellore Institute of Technology,ug,group1,Media and Communication,Samsung India,Product Representative,network,Nepal,AS,Computer Science,0.39451176,-0.010422759,-0.117920816,-0.7885119,0.75134337,-0.12845042,-0.5150479,0.4846898,-0.2221395,0.26652873,-0.34562543,-0.010422759,-0.227953,-0.5947676
2391,Nonprofit Organization Management,"Tirupati, Andhra Pradesh, India",True,2021.0,Software Development Intern at BloomIndia,,Vellore Institute of Technology,ug,group1,Media and Communication,BloomIndia,developer,network,India,AS,Computer Science,0.026965683,0.58281195,-0.15812105,0.0068888944,0.75134337,-0.12845042,-0.5150479,0.4846898,-0.6361283,0.09244666,-0.34562543,-0.15667738,-0.227953,-0.5947676
2392,Marketing and Advertising,"Bangalore Urban, Karnataka, India",False,2017.0,Copywriter at Opus CDM,"A proactive and equally gregarious professional with razor-sharp soft skills, client experience, a strong work ethic, and a proven track record in Creative Copy, Design, Social Media Community Management, and Marketing. Sincerely believe in being best suited for a challenging and equally rewarding career in Advertising/Branding given the required skills possessed. Adept at multi-tasking, meeting deadlines, managing large teams, working with top-dollar clients, and getting the job done.",Vellore Institute of Technology,ug,group3,Media and Communication,Opus CDM,Writer,network,India,AS,Computer Science,0.3715994,0.41186544,0.36056218,-0.82749045,0.75134337,-0.12845042,-0.799207,0.4846898,0.012606281,-0.11485038,-0.34562543,-0.15667738,-0.227953,-0.5947676
2393,Education Management,"Shenzhen, Guangdong, China",False,2017.0,CEO at Tomato Creativity,"Dedicated to promoting maker, STEAM and K12 education
Looking for distributors for STEAM education products",Vellore Institute of Technology,ug,group3,Media and Communication,MkrX.org,Board Member,network,China,AS,Computer Science,-0.28785518,0.10529069,-0.13262263,0.5150218,0.75134337,-0.12845042,-0.799207,0.4846898,0.20424461,0.013204547,-0.34562543,0.033815518,-0.227953,-0.5947676
2394,Hospital & Health Care,"New Delhi, Delhi, India",False,2019.0,Student at TISS Mumbai,"I am a Computer Science graduate proficient with skills like Website Building and  Machine Learning . However I find my passion in Public Policy, International Relations and Social Work. I have written many articles, research papers and have done various online courses on same . 

I also have started my own soon to become a Trust- Your Safe Hour, where I believe in accessible and affordable therapy for all. I also. have worked for various NGOs and organisations where I have taught students, worked with content creation. 

I am deeply interested and motivated to work in mental health space which brings me to TISS, Mumbai where I am studying as an aspiring Social Worker in Mental Health. ",Tata Institute of Social Sciences,pg,group1,Media and Communication,Share a Book India Association,Content Creator,network,India,AS,mentalhealth,0.6416101,0.015292212,0.26501188,-0.37766865,-0.25357464,-0.61622804,-0.5150479,0.4846898,-0.62623316,0.0845911,-0.34562543,-0.15667738,-0.227953,-0.12922092
2395,Nonprofit Organization Management,"Tamil Nadu, India",True,2021.0,Vice President Public Relations at Toastmasters International,A science enthusiast. Spends time reading books and speaking out through penned words. Interested in public speaking and has managed several events at school. Enjoys meeting new people and looks forward for fresher perspective. ,Vellore Institute of Technology,ug,group1,Media and Communication,Toastmasters International,Board Member,network,India,AS,"Electrical, Electronics and Communication Engineering",0.026965683,0.56172913,-0.59294647,-0.5797092,0.75134337,-0.12845042,-0.5150479,0.4846898,-0.24335234,0.013204547,-0.34562543,-0.15667738,-0.227953,0.66143984
2396,Nonprofit Organization Management,"Kolkata, West Bengal, India",False,2019.0,Biotechnology undergraduate | Front-end developer | Content writer,"Experienced Committee Member with a demonstrated history of working in the biotechnology industry. Skilled in HTML, Biotechnology, Bootstrap, Cascading Style Sheets (CSS), Python (Programming Language) and Biochemistry. Strong operations professional with a B.Tech focused in Biotechnology from Vellore Institute of Technology, Vellore. ",Vellore Institute of Technology,ug,group1,Media and Communication,ALPHA BIO CELL,Commitee Member,network,India,AS,Biotechnology,0.026965683,0.00994799,0.13096301,-0.20557278,0.75134337,-0.12845042,-0.5150479,0.4846898,0.25925282,0.19431321,-0.34562543,-0.15667738,-0.227953,0.22836168
2397,Biotechnology,"Lucknow, Uttar Pradesh, India",False,2018.0,Assistant Professor at Institute of Engineering & Technology,My research interest involve advanced materials for health and environmental safety. My lab is focussed on synthesizing nano/biomaterials for various biotechnological applications and elucidating its mechanism of action. ,Vellore Institute of Technology,phd,group2,Media and Communication,Institute of Engineering & Technology,Professor,network,India,AS,nanotoxicology,0.22836168,-0.5312486,0.020007078,0.2462865,0.75134337,-0.5109713,-0.5348988,0.4846898,0.38695425,-0.8680644,-0.34562543,-0.15667738,-0.227953,0.21417665
